Timestamp,ECG_CH1,ECG_CH2
2024-12-19 08:54:10,208534,15973
2024-12-19 08:54:10,209038,16011
2024-12-19 08:54:10,210044,15951
2024-12-19 08:54:10,210591,15853
2024-12-19 08:54:10,210704,15746
2024-12-19 08:54:10,210310,15801
2024-12-19 08:54:10,209419,15820
2024-12-19 08:54:10,208767,15897
2024-12-19 08:54:10,208209,16035
2024-12-19 08:54:10,208342,16103
2024-12-19 08:54:10,209014,16096
2024-12-19 08:54:10,210218,16138
2024-12-19 08:54:10,210781,16038
2024-12-19 08:54:10,210856,16029
2024-12-19 08:54:10,210458,16063
2024-12-19 08:54:10,209584,16011
2024-12-19 08:54:10,208924,16069
2024-12-19 08:54:10,208313,16041
2024-12-19 08:54:10,208797,15966
2024-12-19 08:54:10,210109,15936
2024-12-19 08:54:10,211483,15978
2024-12-19 08:54:10,211916,15857
2024-12-19 08:54:10,211602,15900
2024-12-19 08:54:10,210825,15894
2024-12-19 08:54:10,209797,15823
2024-12-19 08:54:10,209005,15835
2024-12-19 08:54:10,209073,15876
2024-12-19 08:54:10,209951,15881
2024-12-19 08:54:10,211249,15904
2024-12-19 08:54:10,211814,15921
2024-12-19 08:54:10,211907,15874
2024-12-19 08:54:10,211418,15829
2024-12-19 08:54:10,210583,15880
2024-12-19 08:54:10,209764,15841
2024-12-19 08:54:10,209280,15948
2024-12-19 08:54:10,209513,15970
2024-12-19 08:54:10,210274,15911
2024-12-19 08:54:10,211202,15838
2024-12-19 08:54:10,211807,15829
2024-12-19 08:54:10,211451,15774
2024-12-19 08:54:10,210651,15756
2024-12-19 08:54:10,209829,15803
2024-12-19 08:54:10,209095,15817
2024-12-19 08:54:10,209174,15844
2024-12-19 08:54:10,209623,15784
2024-12-19 08:54:10,210818,15762
2024-12-19 08:54:10,211584,15799
2024-12-19 08:54:10,211644,15716
2024-12-19 08:54:10,211064,15794
2024-12-19 08:54:10,210598,15767
2024-12-19 08:54:10,209676,15785
2024-12-19 08:54:10,208964,15844
2024-12-19 08:54:10,209100,15850
2024-12-19 08:54:10,210176,15796
2024-12-19 08:54:10,211081,15821
2024-12-19 08:54:10,211651,15738
2024-12-19 08:54:10,211406,15784
2024-12-19 08:54:10,210887,15764
2024-12-19 08:54:10,210007,15779
2024-12-19 08:54:10,209146,15760
2024-12-19 08:54:10,209087,15836
2024-12-19 08:54:10,209596,15853
2024-12-19 08:54:10,210814,15763
2024-12-19 08:54:10,211625,15776
2024-12-19 08:54:10,211661,15724
2024-12-19 08:54:10,211256,15763
2024-12-19 08:54:10,210378,15781
2024-12-19 08:54:10,209333,15751
2024-12-19 08:54:10,209099,15826
2024-12-19 08:54:10,209302,15908
2024-12-19 08:54:10,210467,15978
2024-12-19 08:54:10,212454,16197
2024-12-19 08:54:10,214241,16412
2024-12-19 08:54:10,215008,16579
2024-12-19 08:54:10,215174,16968
2024-12-19 08:54:10,215933,17466
2024-12-19 08:54:10,216185,17983
2024-12-19 08:54:10,215989,18409
2024-12-19 08:54:10,217111,18698
2024-12-19 08:54:10,217576,19153
2024-12-19 08:54:10,216081,18608
2024-12-19 08:54:10,212092,17149
2024-12-19 08:54:10,206724,15246
2024-12-19 08:54:10,202906,13971
2024-12-19 08:54:10,200653,13042
2024-12-19 08:54:10,197879,11750
2024-12-19 08:54:10,193323,10926
2024-12-19 08:54:10,192179,10268
2024-12-19 08:54:10,194768,9996
2024-12-19 08:54:10,195604,9737
2024-12-19 08:54:10,195366,9264
2024-12-19 08:54:10,195769,9079
2024-12-19 08:54:10,196621,9121
2024-12-19 08:54:10,198965,9538
2024-12-19 08:54:10,201173,9838
2024-12-19 08:54:10,203753,10383
2024-12-19 08:54:10,206635,11061
2024-12-19 08:54:10,208796,11788
2024-12-19 08:54:10,210100,12499
2024-12-19 08:54:10,210185,13214
2024-12-19 08:54:10,209920,13839
2024-12-19 08:54:10,209871,14449
2024-12-19 08:54:10,209321,14863
2024-12-19 08:54:10,209311,15121
2024-12-19 08:54:10,210271,15299
2024-12-19 08:54:10,211073,15450
2024-12-19 08:54:10,211708,15463
2024-12-19 08:54:10,211703,15594
2024-12-19 08:54:10,211238,15714
2024-12-19 08:54:10,210863,15763
2024-12-19 08:54:10,210006,15766
2024-12-19 08:54:10,209608,15863
2024-12-19 08:54:10,210073,15939
2024-12-19 08:54:10,211137,15900
2024-12-19 08:54:10,212352,15934
2024-12-19 08:54:10,212787,15991
2024-12-19 08:54:10,212393,15962
2024-12-19 08:54:10,211676,16000
2024-12-19 08:54:10,210871,16102
2024-12-19 08:54:10,210187,16170
2024-12-19 08:54:10,210388,16135
2024-12-19 08:54:10,211163,16154
2024-12-19 08:54:10,212211,16214
2024-12-19 08:54:10,212941,16170
2024-12-19 08:54:10,212847,16217
2024-12-19 08:54:10,212329,16206
2024-12-19 08:54:10,211453,16316
2024-12-19 08:54:10,210538,16298
2024-12-19 08:54:10,210326,16280
2024-12-19 08:54:10,210594,16327
2024-12-19 08:54:10,211602,16321
2024-12-19 08:54:10,212606,16296
2024-12-19 08:54:10,213089,16241
2024-12-19 08:54:10,212745,16216
2024-12-19 08:54:10,212013,16273
2024-12-19 08:54:10,211201,16321
2024-12-19 08:54:10,210441,16394
2024-12-19 08:54:10,210519,16413
2024-12-19 08:54:10,211378,16427
2024-12-19 08:54:10,212548,16435
2024-12-19 08:54:10,213235,16418
2024-12-19 08:54:10,213263,16381
2024-12-19 08:54:10,212735,16454
2024-12-19 08:54:10,211914,16456
2024-12-19 08:54:10,211099,16539
2024-12-19 08:54:10,210681,16553
2024-12-19 08:54:10,211029,16559
2024-12-19 08:54:10,212308,16553
2024-12-19 08:54:10,213208,16559
2024-12-19 08:54:10,213499,16554
2024-12-19 08:54:10,213484,16564
2024-12-19 08:54:10,213056,16656
2024-12-19 08:54:10,212258,16644
2024-12-19 08:54:10,211330,16654
2024-12-19 08:54:10,211342,16751
2024-12-19 08:54:10,212177,16823
2024-12-19 08:54:10,213373,16879
2024-12-19 08:54:10,214433,16841
2024-12-19 08:54:10,214393,16815
2024-12-19 08:54:10,214160,16855
2024-12-19 08:54:10,213275,16879
2024-12-19 08:54:10,212594,16967
2024-12-19 08:54:10,212333,16981
2024-12-19 08:54:10,212757,17003
2024-12-19 08:54:10,213901,16955
2024-12-19 08:54:10,214916,16974
2024-12-19 08:54:10,215499,16996
2024-12-19 08:54:10,215162,16995
2024-12-19 08:54:10,214683,17088
2024-12-19 08:54:10,214351,17071
2024-12-19 08:54:10,213531,17190
2024-12-19 08:54:10,213428,17264
2024-12-19 08:54:10,214103,17348
2024-12-19 08:54:10,215424,17318
2024-12-19 08:54:10,216314,17354
2024-12-19 08:54:10,216562,17378
2024-12-19 08:54:10,216385,17346
2024-12-19 08:54:10,215518,17371
2024-12-19 08:54:10,214886,17416
2024-12-19 08:54:10,214536,17455
2024-12-19 08:54:10,214739,17493
2024-12-19 08:54:10,215837,17457
2024-12-19 08:54:10,216788,17444
2024-12-19 08:54:10,217167,17373
2024-12-19 08:54:10,217028,17349
2024-12-19 08:54:10,216417,17382
2024-12-19 08:54:10,215568,17382
2024-12-19 08:54:10,214584,17378
2024-12-19 08:54:10,214624,17407
2024-12-19 08:54:10,215020,17442
2024-12-19 08:54:10,216202,17388
2024-12-19 08:54:10,217063,17323
2024-12-19 08:54:10,217430,17320
2024-12-19 08:54:10,217162,17339
2024-12-19 08:54:10,216359,17362
2024-12-19 08:54:10,215331,17351
2024-12-19 08:54:10,214529,17384
2024-12-19 08:54:10,214568,17323
2024-12-19 08:54:10,215359,17304
2024-12-19 08:54:10,216202,17262
2024-12-19 08:54:10,216566,17165
2024-12-19 08:54:10,216174,17126
2024-12-19 08:54:10,215339,17056
2024-12-19 08:54:10,214378,17054
2024-12-19 08:54:10,213204,17018
2024-12-19 08:54:10,212841,16926
2024-12-19 08:54:10,213234,16854
2024-12-19 08:54:10,214306,16790
2024-12-19 08:54:10,214794,16705
2024-12-19 08:54:10,214588,16662
2024-12-19 08:54:10,214122,16631
2024-12-19 08:54:10,213226,16611
2024-12-19 08:54:10,212333,16659
2024-12-19 08:54:10,211489,16652
2024-12-19 08:54:10,211198,16564
2024-12-19 08:54:10,211773,16432
2024-12-19 08:54:10,212387,16362
2024-12-19 08:54:10,212993,16244
2024-12-19 08:54:10,212881,16240
2024-12-19 08:54:10,212268,16254
2024-12-19 08:54:10,211394,16197
2024-12-19 08:54:10,210398,16210
2024-12-19 08:54:10,209888,16122
2024-12-19 08:54:11,210204,16105
2024-12-19 08:54:11,211183,16018
2024-12-19 08:54:11,211922,15986
2024-12-19 08:54:11,211942,15973
2024-12-19 08:54:11,211563,16009
2024-12-19 08:54:11,210771,16004
2024-12-19 08:54:11,210375,16046
2024-12-19 08:54:11,209666,16038
2024-12-19 08:54:11,209473,16002
2024-12-19 08:54:11,210214,16090
2024-12-19 08:54:11,211138,16066
2024-12-19 08:54:11,211897,15995
2024-12-19 08:54:11,211941,15949
2024-12-19 08:54:11,211208,15968
2024-12-19 08:54:11,210449,16017
2024-12-19 08:54:11,209473,16047
2024-12-19 08:54:11,209073,16000
2024-12-19 08:54:11,209477,15997
2024-12-19 08:54:11,210656,15902
2024-12-19 08:54:11,211442,15826
2024-12-19 08:54:11,211747,15907
2024-12-19 08:54:11,211418,15905
2024-12-19 08:54:11,210631,15926
2024-12-19 08:54:11,209782,15856
2024-12-19 08:54:11,208981,15899
2024-12-19 08:54:11,209014,15903
2024-12-19 08:54:11,209766,15934
2024-12-19 08:54:11,211040,15924
2024-12-19 08:54:11,211776,15931
2024-12-19 08:54:11,211919,15923
2024-12-19 08:54:11,211528,15927
2024-12-19 08:54:11,210464,15896
2024-12-19 08:54:11,209655,15959
2024-12-19 08:54:11,208993,15929
2024-12-19 08:54:11,209432,15949
2024-12-19 08:54:11,210485,15993
2024-12-19 08:54:11,211424,15976
2024-12-19 08:54:11,211791,15944
2024-12-19 08:54:11,211444,15889
2024-12-19 08:54:11,210579,15906
2024-12-19 08:54:11,209975,16023
2024-12-19 08:54:11,209128,15960
2024-12-19 08:54:11,209366,16021
2024-12-19 08:54:11,210461,16001
2024-12-19 08:54:11,211197,16008
2024-12-19 08:54:11,211648,16070
2024-12-19 08:54:11,211896,16022
2024-12-19 08:54:11,211565,16074
2024-12-19 08:54:11,210748,16137
2024-12-19 08:54:11,210116,16172
2024-12-19 08:54:11,209369,16214
2024-12-19 08:54:11,209379,16273
2024-12-19 08:54:11,210320,16148
2024-12-19 08:54:11,211266,16091
2024-12-19 08:54:11,211929,16043
2024-12-19 08:54:11,211669,16034
2024-12-19 08:54:11,211038,16039
2024-12-19 08:54:11,210158,16079
2024-12-19 08:54:11,209377,16064
2024-12-19 08:54:11,209458,16091
2024-12-19 08:54:11,210151,16066
2024-12-19 08:54:11,211202,16053
2024-12-19 08:54:11,211740,16006
2024-12-19 08:54:11,211769,15979
2024-12-19 08:54:11,211119,15958
2024-12-19 08:54:11,210785,15981
2024-12-19 08:54:11,210048,16009
2024-12-19 08:54:11,209319,16055
2024-12-19 08:54:11,209356,16041
2024-12-19 08:54:11,210178,16017
2024-12-19 08:54:11,210987,15936
2024-12-19 08:54:11,211814,15910
2024-12-19 08:54:11,211638,15906
2024-12-19 08:54:11,211130,15956
2024-12-19 08:54:11,210330,15961
2024-12-19 08:54:11,209586,16018
2024-12-19 08:54:11,209586,16073
2024-12-19 08:54:11,210016,16004
2024-12-19 08:54:11,211016,15921
2024-12-19 08:54:11,211500,15881
2024-12-19 08:54:11,211708,15938
2024-12-19 08:54:11,211397,15950
2024-12-19 08:54:11,210441,15943
2024-12-19 08:54:11,209547,16005
2024-12-19 08:54:11,209392,16036
2024-12-19 08:54:11,209400,16026
2024-12-19 08:54:11,209911,15992
2024-12-19 08:54:11,210994,15978
2024-12-19 08:54:11,211414,15879
2024-12-19 08:54:11,211541,15885
2024-12-19 08:54:11,211018,15866
2024-12-19 08:54:11,210297,15886
2024-12-19 08:54:11,209307,15859
2024-12-19 08:54:11,208936,15945
2024-12-19 08:54:11,209474,15936
2024-12-19 08:54:11,210408,15896
2024-12-19 08:54:11,211199,15885
2024-12-19 08:54:11,211493,15901
2024-12-19 08:54:11,211082,15866
2024-12-19 08:54:11,210364,15819
2024-12-19 08:54:11,209494,15881
2024-12-19 08:54:11,208671,15901
2024-12-19 08:54:11,208958,15896
2024-12-19 08:54:11,209889,15853
2024-12-19 08:54:11,210948,15859
2024-12-19 08:54:11,211244,15876
2024-12-19 08:54:11,211127,15883
2024-12-19 08:54:11,210858,15858
2024-12-19 08:54:11,210090,15853
2024-12-19 08:54:11,209172,15863
2024-12-19 08:54:11,208860,15896
2024-12-19 08:54:11,209165,15922
2024-12-19 08:54:11,210302,15883
2024-12-19 08:54:11,211281,15931
2024-12-19 08:54:11,211648,15819
2024-12-19 08:54:11,211384,15839
2024-12-19 08:54:11,210557,15827
2024-12-19 08:54:11,209743,15900
2024-12-19 08:54:11,208941,15903
2024-12-19 08:54:11,209017,15886
2024-12-19 08:54:11,209865,15875
2024-12-19 08:54:11,210789,15879
2024-12-19 08:54:11,211227,15799
2024-12-19 08:54:11,211031,15775
2024-12-19 08:54:11,210466,15803
2024-12-19 08:54:11,210129,15824
2024-12-19 08:54:11,209396,15859
2024-12-19 08:54:11,208820,15843
2024-12-19 08:54:11,209051,15894
2024-12-19 08:54:11,210211,15919
2024-12-19 08:54:11,211139,15921
2024-12-19 08:54:11,211617,15852
2024-12-19 08:54:11,211334,15863
2024-12-19 08:54:11,210566,15856
2024-12-19 08:54:11,209804,15841
2024-12-19 08:54:11,208780,15829
2024-12-19 08:54:11,208889,15899
2024-12-19 08:54:11,209769,15913
2024-12-19 08:54:11,210938,15916
2024-12-19 08:54:11,211652,15932
2024-12-19 08:54:11,211396,15923
2024-12-19 08:54:11,210848,15829
2024-12-19 08:54:11,209976,15851
2024-12-19 08:54:11,208986,15839
2024-12-19 08:54:11,208783,15853
2024-12-19 08:54:11,209128,15874
2024-12-19 08:54:11,210141,15885
2024-12-19 08:54:11,211294,15964
2024-12-19 08:54:11,211621,15857
2024-12-19 08:54:11,211401,15808
2024-12-19 08:54:11,210564,15798
2024-12-19 08:54:11,209762,15785
2024-12-19 08:54:11,208716,15714
2024-12-19 08:54:11,208899,15714
2024-12-19 08:54:11,209602,15734
2024-12-19 08:54:11,210734,15689
2024-12-19 08:54:11,211327,15668
2024-12-19 08:54:11,211296,15679
2024-12-19 08:54:11,210942,15683
2024-12-19 08:54:11,209930,15664
2024-12-19 08:54:11,209101,15730
2024-12-19 08:54:11,208755,15794
2024-12-19 08:54:11,209346,15754
2024-12-19 08:54:11,210386,15741
2024-12-19 08:54:11,211019,15725
2024-12-19 08:54:11,211238,15698
2024-12-19 08:54:11,211192,15697
2024-12-19 08:54:11,210509,15683
2024-12-19 08:54:11,209623,15739
2024-12-19 08:54:11,208616,15733
2024-12-19 08:54:11,208393,15774
2024-12-19 08:54:11,208675,15754
2024-12-19 08:54:11,209581,15641
2024-12-19 08:54:11,210609,15684
2024-12-19 08:54:11,210779,15632
2024-12-19 08:54:11,210174,15681
2024-12-19 08:54:11,209290,15718
2024-12-19 08:54:11,208836,15852
2024-12-19 08:54:11,208496,15927
2024-12-19 08:54:11,208863,15879
2024-12-19 08:54:11,209724,15818
2024-12-19 08:54:11,210506,15768
2024-12-19 08:54:11,210663,15733
2024-12-19 08:54:11,210405,15738
2024-12-19 08:54:11,209871,15754
2024-12-19 08:54:11,209391,15785
2024-12-19 08:54:11,208699,15766
2024-12-19 08:54:11,208490,15767
2024-12-19 08:54:11,209494,15800
2024-12-19 08:54:11,210591,15815
2024-12-19 08:54:11,211693,15763
2024-12-19 08:54:11,212174,15812
2024-12-19 08:54:11,211703,15822
2024-12-19 08:54:11,210823,15756
2024-12-19 08:54:11,210016,15706
2024-12-19 08:54:11,209414,15802
2024-12-19 08:54:11,209802,15841
2024-12-19 08:54:11,210566,15734
2024-12-19 08:54:11,211394,15698
2024-12-19 08:54:11,211554,15652
2024-12-19 08:54:11,211203,15619
2024-12-19 08:54:11,210631,15633
2024-12-19 08:54:11,210091,15666
2024-12-19 08:54:11,209291,15640
2024-12-19 08:54:11,209246,15750
2024-12-19 08:54:11,209354,15702
2024-12-19 08:54:11,210392,15697
2024-12-19 08:54:11,211273,15608
2024-12-19 08:54:11,211319,15537
2024-12-19 08:54:11,211083,15521
2024-12-19 08:54:11,210453,15504
2024-12-19 08:54:11,209593,15497
2024-12-19 08:54:11,208904,15636
2024-12-19 08:54:11,209198,15679
2024-12-19 08:54:11,210159,15684
2024-12-19 08:54:11,211211,15728
2024-12-19 08:54:11,211721,15684
2024-12-19 08:54:11,211626,15599
2024-12-19 08:54:11,210981,15633
2024-12-19 08:54:11,210303,15663
2024-12-19 08:54:11,209411,15682
2024-12-19 08:54:11,209211,15666
2024-12-19 08:54:11,209859,15703
2024-12-19 08:54:11,210951,15627
2024-12-19 08:54:11,211689,15607
2024-12-19 08:54:11,211681,15548
2024-12-19 08:54:11,211405,15611
2024-12-19 08:54:11,210659,15539
2024-12-19 08:54:11,209848,15585
2024-12-19 08:54:11,209178,15680
2024-12-19 08:54:11,209190,15683
2024-12-19 08:54:11,210009,15658
2024-12-19 08:54:11,211123,15669
2024-12-19 08:54:11,211665,15644
2024-12-19 08:54:11,211539,15613
2024-12-19 08:54:11,210978,15604
2024-12-19 08:54:11,210046,15624
2024-12-19 08:54:11,209606,15761
2024-12-19 08:54:11,209897,15841
2024-12-19 08:54:11,210905,15945
2024-12-19 08:54:11,212856,16194
2024-12-19 08:54:11,214102,16383
2024-12-19 08:54:11,214803,16623
2024-12-19 08:54:11,215831,17133
2024-12-19 08:54:11,216236,17664
2024-12-19 08:54:11,215975,17885
2024-12-19 08:54:11,215009,18308
2024-12-19 08:54:11,215203,18563
2024-12-19 08:54:11,214903,18908
2024-12-19 08:54:11,213575,18071
2024-12-19 08:54:11,210598,16354
2024-12-19 08:54:11,206035,14428
2024-12-19 08:54:11,203470,13271
2024-12-19 08:54:11,201336,12122
2024-12-19 08:54:11,198114,10909
2024-12-19 08:54:11,193699,9954
2024-12-19 08:54:11,193157,9407
2024-12-19 08:54:11,196032,9288
2024-12-19 08:54:11,196809,8806
2024-12-19 08:54:11,197429,8591
2024-12-19 08:54:11,198805,8649
2024-12-19 08:54:11,200768,9071
2024-12-19 08:54:11,202909,9540
2024-12-19 08:54:11,204079,10022
2024-12-19 08:54:11,205890,10719
2024-12-19 08:54:11,207101,11154
2024-12-19 08:54:11,209213,11813
2024-12-19 08:54:11,210646,12487
2024-12-19 08:54:11,211197,13171
2024-12-19 08:54:11,211411,13811
2024-12-19 08:54:11,211341,14451
2024-12-19 08:54:11,210234,14781
2024-12-19 08:54:11,209628,15019
2024-12-19 08:54:11,209939,15252
2024-12-19 08:54:11,210827,15409
2024-12-19 08:54:11,211718,15560
2024-12-19 08:54:11,212366,15706
2024-12-19 08:54:11,212263,15746
2024-12-19 08:54:11,211473,15754
2024-12-19 08:54:11,210560,15745
2024-12-19 08:54:11,209867,15824
2024-12-19 08:54:11,210071,15899
2024-12-19 08:54:11,210900,15950
2024-12-19 08:54:11,211886,15886
2024-12-19 08:54:11,212630,15943
2024-12-19 08:54:11,212730,15938
2024-12-19 08:54:11,212423,15973
2024-12-19 08:54:11,211853,16028
2024-12-19 08:54:11,210916,16017
2024-12-19 08:54:11,210021,15949
2024-12-19 08:54:11,210326,16094
2024-12-19 08:54:11,211252,16110
2024-12-19 08:54:11,212248,16081
2024-12-19 08:54:11,212786,16108
2024-12-19 08:54:11,212761,16223
2024-12-19 08:54:11,212234,16185
2024-12-19 08:54:11,211519,16229
2024-12-19 08:54:11,210412,16257
2024-12-19 08:54:11,210561,16309
2024-12-19 08:54:11,211219,16258
2024-12-19 08:54:11,212474,16226
2024-12-19 08:54:11,213102,16195
2024-12-19 08:54:11,213159,16240
2024-12-19 08:54:11,212613,16178
2024-12-19 08:54:11,211821,16205
2024-12-19 08:54:11,211457,16281
2024-12-19 08:54:11,210813,16338
2024-12-19 08:54:11,210904,16372
2024-12-19 08:54:11,211761,16400
2024-12-19 08:54:11,212583,16374
2024-12-19 08:54:11,213287,16374
2024-12-19 08:54:11,213323,16376
2024-12-19 08:54:11,212962,16439
2024-12-19 08:54:11,212098,16444
2024-12-19 08:54:11,211245,16512
2024-12-19 08:54:11,211333,16581
2024-12-19 08:54:11,211950,16599
2024-12-19 08:54:11,212881,16584
2024-12-19 08:54:11,213629,16577
2024-12-19 08:54:11,213778,16591
2024-12-19 08:54:11,213385,16546
2024-12-19 08:54:11,212589,16563
2024-12-19 08:54:11,211996,16696
2024-12-19 08:54:11,211556,16766
2024-12-19 08:54:11,211968,16749
2024-12-19 08:54:11,212450,16759
2024-12-19 08:54:11,213674,16736
2024-12-19 08:54:11,214379,16759
2024-12-19 08:54:11,214442,16797
2024-12-19 08:54:11,214043,16780
2024-12-19 08:54:11,213549,16887
2024-12-19 08:54:11,212752,16912
2024-12-19 08:54:11,212497,16941
2024-12-19 08:54:11,213065,17013
2024-12-19 08:54:11,214119,16979
2024-12-19 08:54:11,214904,17013
2024-12-19 08:54:11,215301,17019
2024-12-19 08:54:11,215179,17072
2024-12-19 08:54:11,214536,17106
2024-12-19 08:54:11,213792,17159
2024-12-19 08:54:11,213450,17178
2024-12-19 08:54:11,213595,17157
2024-12-19 08:54:11,214654,17154
2024-12-19 08:54:11,215640,17272
2024-12-19 08:54:11,216315,17294
2024-12-19 08:54:11,216219,17298
2024-12-19 08:54:11,215907,17268
2024-12-19 08:54:11,215279,17278
2024-12-19 08:54:11,214558,17342
2024-12-19 08:54:11,214386,17369
2024-12-19 08:54:11,214735,17404
2024-12-19 08:54:11,215612,17358
2024-12-19 08:54:11,216756,17415
2024-12-19 08:54:11,217121,17381
2024-12-19 08:54:11,217021,17479
2024-12-19 08:54:11,216238,17471
2024-12-19 08:54:11,215405,17528
2024-12-19 08:54:11,214779,17483
2024-12-19 08:54:11,215000,17549
2024-12-19 08:54:11,215701,17510
2024-12-19 08:54:11,216633,17471
2024-12-19 08:54:11,217236,17423
2024-12-19 08:54:11,217039,17434
2024-12-19 08:54:11,216471,17441
2024-12-19 08:54:11,215653,17379
2024-12-19 08:54:11,215005,17361
2024-12-19 08:54:11,214312,17377
2024-12-19 08:54:11,214761,17401
2024-12-19 08:54:11,215647,17331
2024-12-19 08:54:11,216321,17191
2024-12-19 08:54:11,216560,17104
2024-12-19 08:54:11,215970,16986
2024-12-19 08:54:11,215163,16990
2024-12-19 08:54:11,214078,16968
2024-12-19 08:54:11,212940,16891
2024-12-19 08:54:11,212809,16801
2024-12-19 08:54:11,213468,16806
2024-12-19 08:54:11,214395,16698
2024-12-19 08:54:11,214961,16686
2024-12-19 08:54:11,214599,16598
2024-12-19 08:54:11,213886,16503
2024-12-19 08:54:11,212896,16539
2024-12-19 08:54:11,211792,16522
2024-12-19 08:54:11,211457,16481
2024-12-19 08:54:11,211855,16366
2024-12-19 08:54:11,212312,16309
2024-12-19 08:54:11,213164,16293
2024-12-19 08:54:11,213753,16280
2024-12-19 08:54:11,213445,16147
2024-12-19 08:54:11,212821,16220
2024-12-19 08:54:11,211856,16154
2024-12-19 08:54:11,210954,16234
2024-12-19 08:54:11,210912,16214
2024-12-19 08:54:11,211302,16212
2024-12-19 08:54:11,212299,16139
2024-12-19 08:54:11,213123,16087
2024-12-19 08:54:11,213090,16114
2024-12-19 08:54:11,212439,16014
2024-12-19 08:54:11,211694,16013
2024-12-19 08:54:11,210799,16029
2024-12-19 08:54:11,210597,16155
2024-12-19 08:54:11,210963,16146
2024-12-19 08:54:11,212060,16123
2024-12-19 08:54:11,212893,16113
2024-12-19 08:54:11,213170,16031
2024-12-19 08:54:11,213162,16085
